CMDID,PARENTID,CMDTYPE,CAPTION,CMDNAME,CMDVALUE,ICON,CMDLVL,ISVISIBLE,ISENABLE,ACTION,CMDIDX,STATUS,HKCMD,URI,UCTID
012005008,012005,M,Common account mapping,,"{""en"":""Common account mapping"",""vi"":""G?n t?i kho?n chi ti?t d?ng chung""}",Child.png,3,0,1,,6,N,,,ACT_ACCOUNTING_COMMON_EXTRA
0150010020010,015001002,C,Clear,,,,4,1,1,,10,N,,,
0150010020000,015001002,C,Search,,,,4,1,1,,0,N,,,
0150010020001,015001002,C,Add,,,,4,1,1,,1,N,,,
0150010020003,015001002,C,Modify,,,,4,1,1,,3,N,,,
0150010020005,015001002,C,Save,,,,4,1,1,,5,N,,,
0150010020004,015001002,C,Delete,,,,4,1,1,,4,N,,,
0150030060002,015003006,C,View,,,,4,1,1,,2,N,,,
0150030060010,015003006,C,Clear,,,,4,1,1,,10,N,,,
0150030060000,015003006,C,Search,,,,4,1,1,,0,N,,,
0150030060001,015003006,C,Add,,,,4,1,1,,1,N,,,
0150030060003,015003006,C,Modify,,,,4,1,1,,3,N,,,
0150030060005,015003006,C,Save,,,,4,1,1,,5,N,,,
0150030060004,015003006,C,Delete,,,,4,1,1,,4,N,,,
0150010060035,015001006,C,Process,,,,4,0,1,,35,N,,,
0150010060004,015001006,C,Delete,,,,4,1,1,,4,N,,,
0150030040034,015003004,C,Logout,,,,4,1,1,,34,N,,,
0150030040002,015003004,C,View,,,,4,1,1,,2,N,,,
017003088,017003,R,CRP0088,,"{""en"":""CRP0088"",""vi"":""CRP0088""}",Child.png,3,0,1,,2,N,,,
017003089,017003,R,CRP0089,,"{""en"":""CRP0089"",""vi"":""CRP0089""}",Child.png,3,0,1,,2,N,,,
017003090,017003,R,CRP0090,,"{""en"":""CRP0090"",""vi"":""CRP0090""}",Child.png,3,0,1,,2,N,,,
017003091,017003,R,CRP0091,,"{""en"":""CRP0091"",""vi"":""CRP0091""}",Child.png,3,0,1,,2,N,,,
017003092,017003,R,CRP0092,,"{""en"":""CRP0092"",""vi"":""CRP0092""}",Child.png,3,0,1,,2,N,,,
017003093,017003,R,CRP0093,,"{""en"":""CRP0093"",""vi"":""CRP0093""}",Child.png,3,0,1,,2,N,,,
CSH_ADJ,CSH,T,Internal cash adjustment,,"{""en"":""Internal cash adjustment"",""vi"":""?i?u ch?nh qu? ti?n m?t""}",,2,0,1,,0,N,,,
CSH_MOV,CSH,T,Internal cash movement,,"{""en"" : ""2200:Internal cash movement"", ""vi"" : ""2200:Chuy?n qua ti?n m?t"",""lo"" : ""2200:?????????????????????????""}",,2,1,1,,0,N,,,
DPT,0,T,Deposit,,"{""en"" : ""Deposit"",""vi"" : ""Ti?n g?i"",""lo"" : ""???????""}",,1,1,1,,0,N,,,
DPT_BLK,DPT,T,11840: Block account,,"{""en"" : ""11840: Block account"",""vi"" : """",""lo"" : ""11840: ????????? ?????""}",,2,1,1,,0,N,,,
014,0,S,Separator,,,,1,1,1,,14,N,,,
015,0,M,Administration,adm,"{""en"":""Administration"",""vi"":""Qu?n tr?"",""lo"":""??????????""}",Administration.png,1,1,1,,15,N,,,
015000000001,015,C,Search,,,,2,0,0,,1,N,,,
015000000002,015,C,Add,,,,2,0,0,,2,N,,,
015000000003,015,C,View,,,,2,0,0,,3,N,,,
015000000004,015,C,Modify,,,,2,0,0,,4,N,,,
015000000005,015,C,Delete,,,,2,0,0,,5,N,,,
015000000006,015,C,Save,,,,2,0,0,,6,N,,,
015000000007,015,C,Clear,,,,2,0,0,,7,N,,,
015000000008,015,C,Print,,,,2,0,0,,8,N,,,
015001,015,M,System,,"{""en"":""System"",""vi"":""H? th?ng"",""lo"":""?????""}",Child.png,2,1,1,,1,N,,,
015001000001,015001,C,Search,,,,3,0,0,,1,N,,,
015001000002,015001,C,Add,,,,3,0,0,,2,N,,,
015001000003,015001,C,View,,,,3,0,0,,3,N,,,
015001000004,015001,C,Modify,,,,3,0,0,,4,N,,,
015001000005,015001,C,Delete,,,,3,0,0,,5,N,,,
DPT_CEI,DPT,T,11850:Issued hold balance for cheque,,"{""en"":""11850:Issued hold balance for cheque"",""vi"":""Issued an earmark cheque""}",,2,1,1,,0,N,,,
DPT_CER,DPT,T,11803: Fixed deposit receipt issued,,"{""en"":""11803: Fixed deposit receipt issued"",""vi"":""""}",,2,1,1,,0,N,,,
DPT_CIS,DPT,T,11801: Cheque book issued,,"{
  ""en"" : ""11801: Cheque book issued"",
  ""vi"" : """",
  ""lo"" : ""11801: ???????????""
}",,2,1,1,,0,N,,,
DPT_CLS,DPT,T,1193: Close deposit account,,"{
  ""en"" : """"193: Close deposit account"",
  ""vi"" : """",
  ""lo"" : ""1193: ???????? ???????""
}",,2,1,1,,0,N,,,
DPT_CST,DPT,T,Stop cheque,,"{""en"":""Stop cheque"",""vi"":""D?ng s?c""}",,2,1,1,,0,N,,,
DPT_CWC,DPT,T,1121: Cash withdrawal by cheque,,"{
  ""en"" : ""1121: Cash withdrawal by cheque"",
  ""vi"" : """",
  ""lo"" : ""1121: ??????????????????""
}",,2,1,1,,0,N,,,
DPT_CWM,DPT,T,1125: Misellaneous debit by cheque,,"{
  ""en"" : ""1125: Misellaneous debit by cheque"",
  ""vi"" : """",
  ""lo"" : ""1125: ???""
}",,2,1,1,,0,N,,,
DPT_DCC,DPT,T,Credit cheque cleared(Payment credit card by cheque),,"{""en"":""Credit cheque cleared(Payment credit card by cheque)"",""vi"":""Credit cheque cleared(Payment credit card by cheque)""}",,2,1,1,,0,N,,,
DPT_DEPM,DPT,T,Deposit(Multi currencies),,"{""en"":""Deposit(Multi currencies)"",""vi"":""N?p ti?n v?o t?i kho?n""}",,2,0,0,,0,N,,,
DPT_EMK,DPT,T,1180:Hold balance,,"{
  ""en"" : """"180:Hold balance"",
  ""vi"" : ""Earmark"",
  ""lo"" : ""1180:H??????????""
}",,2,1,1,,0,N,,,
DPT_FCL,DPT,T,Collect fee,,"{""en"":""Collect fee"",""vi"":""Thu phi""}",,2,0,0,,0,N,,,
DPT_INP,DPT,T,Interest payment,,"{""en"":""Interest payment"",""vi"":""Interest payment""}",,2,0,0,,0,N,,,
CRD,0,T,Credit,,"{""en"" :""Credit"",""vi"" : """",""lo"" : ""????????""}",,1,1,1,,0,N,,,
017003080,017003,R,CRP0080,,"{""en"":""CRP0080"",""vi"":""CRP0080""}",Child.png,3,0,1,,2,N,,,
017003081,017003,R,CRP0081,,"{""en"":""CRP0081"",""vi"":""CRP0081""}",Child.png,3,0,1,,2,N,,,
017003082,017003,R,CRP0082,,"{""en"":""CRP0082"",""vi"":""CRP0082""}",Child.png,3,0,1,,2,N,,,
017003083,017003,R,CRP0083,,"{""en"":""CRP0083"",""vi"":""CRP0083""}",Child.png,3,0,1,,2,N,,,
017003084,017003,R,CRP0084,,"{""en"":""CRP0084"",""vi"":""CRP0084""}",Child.png,3,0,1,,2,N,,,
017003085,017003,R,CRP0085,,"{""en"":""CRP0085"",""vi"":""CRP0085""}",Child.png,3,0,1,,2,N,,,
017003086,017003,R,CRP0086,,"{""en"":""CRP0086"",""vi"":""CRP0086""}",Child.png,3,0,1,,2,N,,,
017003087,017003,R,CRP0087,,"{""en"":""CRP0087"",""vi"":""CRP0087""}",Child.png,3,0,1,,2,N,,,
TRD_BBC,TRD,T,IBC - Inward bill collection not under LC,,"{""en"":""IBC - Inward bill collection not under LC"",""vi"":""IBC - Inward bill collection not under LC""}",,2,0,1,,0,N,,,
TRD_BIV,TRD,T,IBC-Verify,,"{""en"":""IBC-Verify"",""vi"":""IBC-Verify""}",,2,0,1,,0,N,,,
TRD_BDD,TRD,T,IBC -Update discrepancy status,,"{""en"":""IBC -Update discrepancy status"",""vi"":""IBC -Update discrepancy status""}",,2,0,1,,0,N,,,
TRD_BDR,TRD,T,IBC - Update document return status ,,"{""en"":""IBC - Update document return status "",""vi"":""IBC - Update document return status ""}",,2,0,1,,0,N,,,
TRD_BBA,TRD,T,IBC - Payment acceptance,,"{""en"":""IBC - Payment acceptance"",""vi"":""IBC - Payment acceptance""}",,2,0,1,,0,N,,,
TRD_BEX,TRD,T,IBC ? Extension,,"{""en"":""IBC ? Extension"",""vi"":""IBC ? Extension""}",,2,0,1,,0,N,,,
TRD_BCL,TRD,T,IBC -Close,,"{""en"":""IBC -Close"",""vi"":""IBC -Close""}",,2,0,1,,0,N,,,
TRD_BCN,TRD,T,IBC - Cancel,,"{""en"":""IBC - Cancel"",""vi"":""IBC - Cancel""}",,2,0,1,,0,N,,,
TRD_ITA,TRD,T,ILC ???Transfer modification,,"{""en"":""ILC ???Transfer modification"",""vi"":""Ch??nh s??a ILC chuy??n""}",,2,0,1,,0,N,,,
TRD_CCC,TRD,T,OBC -Update complied status,,"{""en"":""OBC -Update complied status"",""vi"":""OBC -Update complied status""}",,2,0,1,,0,N,,,
TRD_CDD,TRD,T,OBC - Update discrepancy status ,,"{""en"":""OBC - Update discrepancy status "",""vi"":""OBC - Update discrepancy status ""}",,2,0,1,,0,N,,,
TRD_CDR,TRD,T,OBC ? UPDATE DOCUMENT RETURN STATUS,,"{""en"":""OBC ? UPDATE DOCUMENT RETURN STATUS"",""vi"":""""}",,2,0,1,,0,N,,,
TRD_CDS,TRD,T,OBC -Document sending ,,"{""en"":""OBC -Document sending "",""vi"":""OBC -Document sending ""}",,2,0,1,,0,N,,,
TRD_CAA,TRD,T,OBC - Applicant accepted payment,,"{""en"":""OBC - Applicant accepted payment"",""vi"":""OBC - Applicant accepted payment""}",,2,0,1,,0,N,,,
TRD_CEX,TRD,T,OBC ? Extension,,"{""en"":""OBC ? Extension"",""vi"":""OBC ? Extension""}",,2,0,1,,0,N,,,
020003,020,M,About,,"{""en"":""About"",""vi"":""Th?ng tin s?n ph?m"",""lo"":""???????????""}",Child.png,2,1,1,,3,N,,,HEP_ABOUTS
012004005,012004,M,Fixed asset catalogue definition,,"{""en"":""Fixed asset catalogue definition"",""vi"":""Lo?i h?nh t?i s?n c? d?nh"",""lo"":""????????????????????????????????????""}",Child.png,3,1,1,,1,N,,,ACT_FIXED_ASSET_CATALOGUE_DEFINITION
015001000006,015001,C,Save,,,,3,0,0,,6,N,,,
015001000007,015001,C,Clear,,,,3,0,0,,7,N,,,
015001000008,015001,C,Print,,,,3,0,0,,8,N,,,
015001001,015001,M,System code table,,"{""en"":""System code table"",""vi"":""B?ng m? h? th?ng"",""lo"":""????????????????????""}",Child.png,3,1,1,,1,N,,,ADM_SYSTEM_CODE_TABLE
015001002,015001,M,System parameters,,"{""en"":""System parameters"",""vi"":""Th?ng s? h? th?ng"",""lo"":""??????????????????????""}",Child.png,3,1,1,,2,N,,,ADM_SYSTEM_PARAMETERS
015001003,015001,M,Clear caching,,"{""en"":""Clear caching"",""vi"":""Th?ng s? chi nh?nh"",""lo"":""???? caching""}",Child.png,3,1,1,,3,N,"{""en"":""Ctrl+Shift+C"",""vi"":""""}",,ADM_CLEAR_CACHING
015002,015,M,List,,"{""en"":""List"",""vi"":""Danh s?ch"",""lo"":""??????""}",Child.png,2,1,1,,2,N,,,
015002000001,015002,C,Search,,,,3,0,0,,1,N,,,
015002000002,015002,C,Add,,,,3,0,0,,2,N,,,
015002000003,015002,C,View,,,,3,0,0,,3,N,,,
015002000004,015002,C,Modify,,,,3,0,0,,4,N,,,
015002000005,015002,C,Delete,,,,3,0,0,,5,N,,,
015002000006,015002,C,Save,,,,3,0,0,,6,N,,,
015002000007,015002,C,Clear,,,,3,0,0,,7,N,,,
015002000008,015002,C,Print,,,,3,0,0,,8,N,,,
015002001,015002,M,Country,,"{""en"":""Country"",""vi"":""Qu?c gia"",""lo"":""?????""}",Child.png,3,1,1,,1,N,,,ADM_COUNTRY
015002002,015002,M,Currency,,"{""en"":""Currency"",""vi"":""Ti?n t?"",""lo"":""?????????""}",Child.png,3,1,1,,2,N,,,ADM_CURRENCY
015002003,015002,M,Good list,,"{""en"":""Good list"",""vi"":""Danh s?ch h?ng h?a"",""lo"":""???????????????""}",Child.png,3,1,1,,3,N,,,
015002003001,015002003,C,Search,,,,4,1,1,,1,N,,,
015002003002,015002003,C,Add,,,,4,1,1,,2,N,,,
015002003003,015002003,C,View,,,,4,1,1,,3,N,,,
015002003004,015002003,C,Modify,,,,4,1,1,,4,N,,,
015002003005,015002003,C,Delete,,,,4,1,1,,5,N,,,
015002003006,015002003,C,Save,,,,4,1,1,,6,N,,,
015002003007,015002003,C,Clear,,,,4,1,1,,7,N,,,
015002003008,015002003,C,Print,,,,4,1,1,,8,N,,,
015002004,015002,M,Correspondent bank,,"{""en"":""Correspondent bank"",""vi"":""Ng¿n h¿ng d¿i l¿"",""lo"":""???????????????????""}",Child.png,3,1,1,,4,N,,,ADM_AGENT_BANK
018000000005,018,C,Delete,,,,2,0,0,,5,N,,,
018000000006,018,C,Save,,,,2,0,0,,6,N,,,
018000000007,018,C,Clear,,,,2,0,0,,7,N,,,
018000000008,018,C,Print,,,,2,0,0,,8,N,,,
018001,018,M,Change password,,"{""en"":""Change password"",""vi"":""??i m?t kh?u"",""lo"":""?????????????""}",Child.png,2,1,1,,1,N,,,UMG_CHANGE_PASSWORD
018002,018,M,User control,,"{""en"":""User control"",""vi"":""Qu?n l? ngu?i s? d?ng""}",Child.png,2,0,1,,2,N,,,
018003,018,M,User preference,,"{""en"":""User preference"",""vi"":""T?y bi?n ngu?i d?ng"",""lo"":""????????????????""}",Child.png,2,1,1,,3,N,,,UMG_USER_PREFERENCE
019,0,M,Tool,tol,"{""en"":""Tool"",""vi"":""C?ng c?""}",Tool.png,1,0,1,,19,N,,,
019001,019,M,Local chat,,"{""en"":""Local chat"",""vi"":""H?p tho?i""}",Child.png,2,0,1,,1,N,,,
019002,019,M,List friend,,"{""en"":""List friend"",""vi"":""Danh s?ch b?n b?""}",Child.png,2,0,1,,2,N,,,
019003,019,M,Mail,,"{""en"":""Mail"",""vi"":""H?m thu""}",Child.png,2,0,1,,3,N,,,
0150030040010,015003004,C,Clear,,,,4,1,1,,10,N,,,
0150030040000,015003004,C,Search,,,,4,1,1,,0,N,,,
0150030040001,015003004,C,Add,,,,4,1,1,,1,N,,,
0150030040003,015003004,C,Modify,,,,4,1,1,,3,N,,,
0150030040005,015003004,C,Save,,,,4,1,1,,5,N,,,
0150030040004,015003004,C,Delete,,,,4,1,1,,4,N,,,
0150030050002,015003005,C,View,,,,4,1,1,,2,N,,,
0150030050004,015003005,C,Delete,,,,4,1,1,,4,N,,,
0150030050010,015003005,C,Clear,,,,4,1,1,,10,N,,,
0150030050000,015003005,C,Search,,,,4,1,1,,0,N,,,
0150030050001,015003005,C,Add,,,,4,1,1,,1,N,,,
0150030050003,015003005,C,Modify,,,,4,1,1,,3,N,,,
0150030050005,015003005,C,Save,,,,4,1,1,,5,N,,,
0060020002,006002,C,View,,,,3,1,1,,2,N,,,
0060020000,006002,C,Search,,,,3,1,1,,0,N,,,
0060020001,006002,C,Add,,,,3,1,1,,1,N,,,
0060020003,006002,C,Modify,,,,3,1,1,,3,N,,,
0060020005,006002,C,Save,,,,3,1,1,,5,N,,,
0060020004,006002,C,Delete,,,,3,1,1,,4,N,,,
0060010002,006001,C,View,,,,3,1,1,,2,N,,,
0060010010,006001,C,Clear,,,,3,1,1,,10,N,,,
0060010000,006001,C,Search,,,,3,1,1,,0,N,,,
0060010001,006001,C,Add,,,,3,1,1,,1,N,,,
0060010003,006001,C,Modify,,,,3,1,1,,3,N,,,
0060010005,006001,C,Save,,,,3,1,1,,5,N,,,
0060010004,006001,C,Delete,,,,3,1,1,,4,N,,,
0060050002,006005,C,View,,,,3,1,1,,2,N,,,
0060050010,006005,C,Clear,,,,3,1,1,,10,N,,,
0060050000,006005,C,Search,,,,3,1,1,,0,N,,,
0060050001,006005,C,Add,,,,3,1,1,,1,N,,,
0060050003,006005,C,Modify,,,,3,1,1,,3,N,,,
0060050005,006005,C,Save,,,,3,1,1,,5,N,,,
0060050004,006005,C,Delete,,,,3,1,1,,4,N,,,
0060060002,006006,C,View,,,,3,1,1,,2,N,,,
0060060010,006006,C,Clear,,,,3,1,1,,10,N,,,
0060060000,006006,C,Search,,,,3,1,1,,0,N,,,
0060060001,006006,C,Add,,,,3,1,1,,1,N,,,
0060060003,006006,C,Modify,,,,3,1,1,,3,N,,,
0060060005,006006,C,Save,,,,3,1,1,,5,N,,,
0060060004,006006,C,Delete,,,,3,0,1,,4,N,,,
0060070002,006007,C,View,,,,3,1,1,,2,N,,,
020,0,M,Help,help,"{""en"":""Help"",""vi"":""Hu?ng d?n"",""lo"":""?????????""}",Help.png,1,1,1,,20,N,,,
020001,020,M,User guide,,"{""en"":""User guide"",""vi"":""Hu?ng d?n ngu?i s? d?ng""}",Child.png,2,0,1,,1,N,"{""en"":""F1"",""vi"":""""}",,
020002,020,M,FAQ,,"{""en"":""FAQ"",""vi"":""C?u h?i v? tr? l?i""}",Child.png,2,0,1,,2,N,,,
003000000006,003,C,Save,,,,2,0,0,,6,N,,,
003000000007,003,C,Clear,,,,2,0,0,,7,N,,,
003000000008,003,C,Print,,,,2,0,0,,8,N,,,
003000000009,003,C,Import,,,,2,0,0,,9,N,,,
003000000010,003,C,Approve,,,,2,0,0,,10,N,,,
003001,003,M,Customer profile,ctmprofile,"{""en"":""Customer profile"",""vi"":""H? so kh?ch h?ng"",""lo"":""???????????????""}",Child.png,2,1,1,,1,N,"{""en"":""Ctrl+P"",""vi"":""""}",,CTM_CUSTOMER_PROFILE
003002,003,M,Customer group,ctmgroup,"{""en"":""Customer group"",""vi"":""Nh?m kh?ch h?ng"",""lo"":""??????????""}",Child.png,2,1,1,,2,N,,,CTM_CUSTOMER_GROUP
003003,003,M,Customer linkage,ctmlink,"{""en"":""Customer linkage"",""vi"":""M?i quan h? c?a kh?ch h?ng"",""lo"":""??????????????????""}",Child.png,2,1,1,,3,N,,,CTM_CUSTOMER_LINKAGE
003004,003,M,Customer credit line,ctmcredit,"{""en"":""Customer credit line"",""vi"":""H?n m?c t?n d?ng""}",Child.png,2,0,1,,4,N,,,CTM_CUSTOMER_CREDIT_LINE
003005,003,M,Customer media files,ctmmedia,"{""en"":""Customer media files"",""vi"":""Ch? k?"",""lo"":""???????????????????????""}",Child.png,2,1,1,,5,N,,,CTM_CUSTOMER_MEDIA_FILES
004,0,M,IFC,ifc,"{""en"":""IFC"",""vi"":""Bi?u ph? v? l?i su?t"",""lo"":""IFC""}",IFC.png,1,1,1,,4,N,,,
004000000001,004,C,Search,,,,2,0,0,,1,N,,,
004000000002,004,C,Add,,,,2,0,0,,2,N,,,
004000000003,004,C,View,,,,2,0,0,,3,N,,,
004000000004,004,C,Modify,,,,2,0,0,,4,N,,,
004000000005,004,C,Delete,,,,2,0,0,,5,N,,,
004000000006,004,C,Save,,,,2,0,0,,6,N,,,
004000000007,004,C,Clear,,,,2,0,0,,7,N,,,
004000000008,004,C,Print,,,,2,0,0,,8,N,,,
004001,004,M,IFC item definition,,"{""en"":""IFC item definition"",""vi"":""??nh nghia ph? v? l?i su?t"",""lo"":""????????????????????? IFC""}",Child.png,2,1,1,,1,N,,,IFC_IFC_ITEM_DEFINITION
007000000005,007,C,Delete,,,,2,0,0,,5,N,,,
007000000006,007,C,Save,,,,2,0,0,,6,N,,,
007000000007,007,C,Clear,,,,2,0,0,,7,N,,,
007000000008,007,C,Print,,,,2,0,0,,8,N,,,
007000000009,007,C,Approve,,,,2,0,0,,9,N,,,
007000000010,007,C,Reject,,,,2,0,0,,10,N,,,
007000000011,007,C,Create File,,,,2,0,0,,11,N,,,
007000000012,007,C,Cancel,,,,2,0,0,,12,N,,,
007000000013,007,C,Process,,,,2,0,0,,13,N,,,
007000000014,007,C,Save Template,,,,2,0,0,,14,N,,,
007000000015,007,C,Load Template,,,,2,0,0,,15,N,,,
007001,007,M,Catalogue definition,,"{""en"":""Catalogue definition"",""vi"":""Lo?i h?nh chuy?n ti?n"",""lo"":""??????????????? ?????????""}",Child.png,2,1,1,,1,N,,,PMT_CATALOGUE_DEFINITION
007002,007,M,Payment instruction item,,"{""en"":""Payment instruction item"",""vi"":""Ch? th? thanh to?n""}",Child.png,2,0,1,,2,N,,,PMT_PAYMENT_INSTRUCTION_ITEM
007003,007,M,Payment instruction group,,"{""en"":""Payment instruction group"",""vi"":""Nh?m ch? th? thanh to?n""}",Child.png,2,0,1,,3,N,,,PMT_PAYMENT_INSTRUCTION_GROUP
007004,007,M,Payment transaction,,"{""en"":""Payment transaction"",""vi"":""Giao d?ch chuy?n ti?n""}",Child.png,2,0,1,,4,N,"{""en"":""F11"",""vi"":""""}",,PMT_PAYMENT_TRANSACTION
007005,007,M,Automate definition,,"{""en"":""Automate definition"",""vi"":""Giao d?ch t? d?ng""}",Child.png,2,0,1,,5,N,,,
007005000001,007005,C,Search,,,,3,0,1,,1,N,,,
007005000002,007005,C,Add,,,,3,0,1,,2,N,,,
007005000003,007005,C,View,,,,3,0,1,,3,N,,,
007005000004,007005,C,Modify,,,,3,0,1,,4,N,,,
008000000002,008,C,Add,,,,2,0,1,,2,N,,,
008000000003,008,C,View,,,,2,0,1,,3,N,,,
015004004,015004,M,Add new year,,"{""en"":""Add new year"",""vi"":""Th?m nam m?i""}",Child.png,3,0,1,,4,N,,,ADM_ADD_NEW_YEAR
010001,010,M,Catalogue definition,,"{""en"":""Catalogue definition"",""vi"":""Lo?i h?nh th? ch?p "",""lo"":""??????????????? ?????????""}",Child.png,2,1,1,,1,N,,,MTG_CATALOGUE_DEFINITION
008000000004,008,C,Modify,,,,2,0,1,,4,N,,,
008000000005,008,C,Delete,,,,2,0,1,,5,N,,,
008000000006,008,C,Save,,,,2,0,1,,6,N,,,
008000000007,008,C,Clear,,,,2,0,1,,7,N,,,
008000000008,008,C,Print,,,,2,0,1,,8,N,,,
008001,008,M,Catalogue definition,,"{""en"":""Catalogue definition"",""vi"":""Lo?i h?nh t?i tr?""}",Child.png,2,0,1,,1,N,,,TRD_CATALOGUE_DEFINITION
008002,008,M,Account information,,"{""en"":""Account information"",""vi"":""Th?ng tin t?i kho?n""}",Child.png,2,0,1,,2,N,"{""en"":""Ctrl+T"",""vi"":""""}",,TRD_ACCOUNT_INFORMATION
008003,008,M,Trade transaction,,"{""en"":""Trade transaction"",""vi"":""Giao d?ch thuong m?i""}",Child.png,2,0,1,,3,N,,,
008003000001,008003,C,Search,,,,3,0,1,,1,N,,,
008004,008,M,Draft and template,,"{""en"":""Draft and template"",""vi"":""M?u""}",Child.png,2,0,1,,4,N,,,
008004000001,008004,C,Search,,,,3,0,1,,1,N,,,
008004000002,008004,C,Add,,,,3,0,1,,2,N,,,
008004000003,008004,C,View,,,,3,0,1,,3,N,,,
008004000004,008004,C,Modify,,,,3,0,1,,4,N,,,
008004000005,008004,C,Delete,,,,3,0,1,,5,N,,,
008004000006,008004,C,Save,,,,3,0,1,,6,N,,,
008004000007,008004,C,Clear,,,,3,0,1,,7,N,,,
008004000008,008004,C,Print,,,,3,0,1,,8,N,,,
009,0,M,Treasury,tsr,"{""en"":""Treasury"",""vi"":""Mua b?n ti?n t?""}",Treasury.png,1,0,1,,9,N,,,
009000000001,009,C,Search,,,,2,0,1,,1,N,,,
009000000002,009,C,Add,,,,2,0,1,,2,N,,,
009000000003,009,C,View,,,,2,0,1,,3,N,,,
009000000004,009,C,Modify,,,,2,0,1,,4,N,,,
009000000005,009,C,Delete,,,,2,0,1,,5,N,,,
009000000006,009,C,Save,,,,2,0,1,,6,N,,,
009000000007,009,C,Clear,,,,2,0,1,,7,N,,,
009000000008,009,C,Print,,,,2,0,1,,8,N,,,
009001,009,M,Investment categories definition,,"{""en"":""Investment categories definition"",""vi"":""Lo?i h?nh d?u tu""}",Child.png,2,0,1,,1,N,,,
009001000001,009001,C,Search,,,,3,0,1,,1,N,,,
009001000002,009001,C,Add,,,,3,0,1,,2,N,,,
009001000003,009001,C,View,,,,3,0,1,,3,N,,,
009001000004,009001,C,Modify,,,,3,0,1,,4,N,,,
009001000005,009001,C,Delete,,,,3,0,1,,5,N,,,
009001000006,009001,C,Save,,,,3,0,1,,6,N,,,
009001000007,009001,C,Clear,,,,3,0,1,,7,N,,,
009001000008,009001,C,Print,,,,3,0,1,,8,N,,,
009002,009,M,Investment account information,,"{""en"":""Investment account information"",""vi"":""T?i kho?n d?u tu""}",Child.png,2,0,1,,2,N,,,
009002000001,009002,C,Search,,,,3,0,1,,1,N,,,
009002000002,009002,C,Add,,,,3,0,1,,2,N,,,
009002000003,009002,C,View,,,,3,0,1,,3,N,,,
009002000004,009002,C,Modify,,,,3,0,1,,4,N,,,
009002000005,009002,C,Delete,,,,3,0,1,,5,N,,,
009002000006,009002,C,Save,,,,3,0,1,,6,N,,,
009002000007,009002,C,Clear,,,,3,0,1,,7,N,,,
009002000008,009002,C,Print,,,,3,0,1,,8,N,,,
MTG_RTN,MTG,T,4431: Return mortgage asset to customer,,"{
  ""en"" : ""4431: Return mortgage asset to customer"",
  ""vi"" : """",
  ""lo"" : ""4431: ??????????????????????""
}",,2,1,1,,0,N,,,
MTG_TSC,MTG,T,Secure asset for trade account ,,"{""en"":""Secure asset for trade account "",""vi"":""An to?n t?i s?n th? ch?p cho t?i kho?n t?i tr? thuong m?i""}",,2,0,0,,0,N,,,
PMT,0,T,Payment,,"{
  ""en"" : ""Payment"",
  ""vi"" : """",
  ""lo"" : ""????????????""
}",,1,1,1,,0,N,,,
DPT_COD,DPT,T,1195: Close OD Facility by Cash,,"{
  ""en"" : ""1195: Close OD Facility by Cash"",
  ""vi"" : """",
  ""lo"" : ""1195: ???""
}",,2,0,0,,0,N,,,
PMT_OTT,PMT,T,Outward payment-intenal bank,,"{""en"":""Outward payment-intenal bank"",""vi"":""Chuy?n ti?n""}",,2,0,0,,0,N,,,
016001000001,016001,C,Search,,,,3,0,0,,1,N,,,
016001000002,016001,C,Add,,,,3,0,0,,2,N,,,
016001000003,016001,C,View,,,,3,0,0,,3,N,,,
016001000004,016001,C,Modify,,,,3,0,0,,4,N,,,
016001000005,016001,C,Delete,,,,3,0,0,,5,N,,,
016001000006,016001,C,Save,,,,3,0,0,,6,N,,,
016001000007,016001,C,Clear,,,,3,0,0,,7,N,,,
016001000008,016001,C,Print,,,,3,0,0,,8,N,,,
016001001,016001,M,Job program,,"{""en"":""Job program"",""vi"":""Chuong tr?nh ch?y job"",""lo"":""??????""}",Child.png,3,1,1,,1,N,,,ADM_BATCH_PROGRAM
016001002,016001,M,Job schedule,,"{""en"":""Job schedule"",""vi"":""L?ch ch?y job"",""lo"":""????????????????????""}",Child.png,3,1,1,,2,N,,,ADM_BATCH_SCHEDULE
012005,012,M,Accounting setup,,"{""en"":""Accounting setup"",""vi"":""Thi?t l?p k? to?n"",""lo"":""???????????""}",Child.png,2,1,1,,5,N,,,
017003099,017003,R,CRP0099,,"{""en"":""CRP0099"",""vi"":""CRP0099""}",Child.png,3,0,1,,2,N,,,
DPT_CCD,DPT,T,1151: Outward cheque sent for clearing,,"{""en"" : ""1151: Outward cheque sent for clearing"",""vi"" : """",""lo"" : ""1151: ?????????????????????????????""}",,2,1,1,,0,N,,,
DPT_OCR,DPT,T,1153: Outward Cheque Return,,"{
  ""en"" : ""1153: Outward Cheque Return"",
  ""vi"" : """",
  ""lo"" : ""1153: ????????????????????""
}",,2,1,1,,0,N,,,
DPT_COC,DPT,T,Deliver Cheque,,"{""en"":""Deliver Cheque"",""vi"":""Deliver Cheque""}",,2,0,1,,0,N,,,
CRD_AIF,CRD,T,5570:Adjust credit Fee,,"{""en"" : ""5570:Adjust credit Fee"",""vi"" : ""CRD_AIF"",""lo"" : ""5570: ???????????????????????""}",,2,1,1,,0,N,,,
